"NHTSA ID","DOCUMENT NAME","MAKE","MODEL","MODEL YEAR","SUMMARY"
"25V014","RIONL-25V014-2044.pdf","PETERBILT","536","2024","Mailed Interim US Customer Letter Redacted. Mailed 2/24/2025"
"25V014","RCSB-25V014-3980.pdf","PETERBILT","537","2023","Safety Recall
Parts and procedures are now available.

All affected chassis must have a date inspection performed on the throttle pedal assembly. Pedal assemblies that fall within the suspect date range must be replaced. See procedures for more information.

Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop."
"25V014","RIONL-25V014-2044.pdf","PETERBILT","537","2023","Mailed Interim US Customer Letter Redacted. Mailed 2/24/2025"
"25V014","RIONL-25V014-4601.pdf","PETERBILT","537","2023","This notice is sent to you in accordance with the National Traffic and Motor Vehicle Safety Act.
Kenworth Truck Company has decided that a defect, which relates to motor vehicle safety, exists in certain Vehicle Model Years 2023-2024 T180/T280/T380/T480 chassis manufactured from 8/18/2022 through 5/8/2023.
Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick. If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash. 
The driver may feel sticking or observe that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.
The purpose of this letter is to notify you that Kenworth has initiated a recall in cooperation with Orscheln to remedy the defect. At this time, replacement parts and procedures are not yet available. You will be notified by mail when parts and procedures become available. You may schedule an appointment with a dealer at that time to obtain the repair at no charge to you."
"25V014","RCSB-25V014-8713.pdf","PETERBILT","537","2023","Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.

This bulletin will be updated when parts and procedures are available."
"25V014","RCMN-25V014-1524.pdf","PETERBILT","537","2023","Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.

This bulletin will be updated when parts and procedures are available."
"25V014","RCMN-25V014-2504.pdf","PETERBILT","537","2023","Safety Recall
Parts and procedures are now available.

All affected chassis must have a date inspection performed on the throttle pedal assembly. Pedal assemblies that fall within the suspect date range must be replaced. See procedures for more information.

Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop."
"25V014","RCONL-25V014-3470.pdf","PETERBILT","537","2023","This notice is sent to you in accordance with the National Traffic and Motor Vehicle Safety Act.
Kenworth Truck Company has decided that a defect, which relates to motor vehicle safety, exists in certain Vehicle Model Years 2023-2024 T180/T280/T380/T480 chassis manufactured from 8/18/2022 through 5/8/2023.
Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick. If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash. 
The driver may feel sticking or observe that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.
Kenworth has initiated a recall in cooperation with Orscheln to remedy the defect. This repair should take approximately 1 hour and will be performed at no charge to you. Please contact your Kenworth dealer immediately to schedule an appointment for this repair. You can find your nearest Kenworth dealer using the Dealer Locator on our website www.Kenworth.com or by scanning the QR code on this letter."
"25V014","RIONL-25V014-4601.pdf","PETERBILT","537","2024","This notice is sent to you in accordance with the National Traffic and Motor Vehicle Safety Act.
Kenworth Truck Company has decided that a defect, which relates to motor vehicle safety, exists in certain Vehicle Model Years 2023-2024 T180/T280/T380/T480 chassis manufactured from 8/18/2022 through 5/8/2023.
Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick. If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash. 
The driver may feel sticking or observe that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.
The purpose of this letter is to notify you that Kenworth has initiated a recall in cooperation with Orscheln to remedy the defect. At this time, replacement parts and procedures are not yet available. You will be notified by mail when parts and procedures become available. You may schedule an appointment with a dealer at that time to obtain the repair at no charge to you."
"25V014","RCMN-25V014-2504.pdf","PETERBILT","537","2024","Safety Recall
Parts and procedures are now available.

All affected chassis must have a date inspection performed on the throttle pedal assembly. Pedal assemblies that fall within the suspect date range must be replaced. See procedures for more information.

Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop."
"25V014","RCMN-25V014-1524.pdf","PETERBILT","537","2024","Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.

This bulletin will be updated when parts and procedures are available."
"25V014","RIONL-25V014-2044.pdf","PETERBILT","537","2024","Mailed Interim US Customer Letter Redacted. Mailed 2/24/2025"
"25V014","RCSB-25V014-8713.pdf","PETERBILT","537","2024","Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.

This bulletin will be updated when parts and procedures are available."
"25V014","RCSB-25V014-3980.pdf","PETERBILT","537","2024","Safety Recall
Parts and procedures are now available.

All affected chassis must have a date inspection performed on the throttle pedal assembly. Pedal assemblies that fall within the suspect date range must be replaced. See procedures for more information.

Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop."
"25V014","RCONL-25V014-3470.pdf","PETERBILT","537","2024","This notice is sent to you in accordance with the National Traffic and Motor Vehicle Safety Act.
Kenworth Truck Company has decided that a defect, which relates to motor vehicle safety, exists in certain Vehicle Model Years 2023-2024 T180/T280/T380/T480 chassis manufactured from 8/18/2022 through 5/8/2023.
Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick. If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash. 
The driver may feel sticking or observe that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.
Kenworth has initiated a recall in cooperation with Orscheln to remedy the defect. This repair should take approximately 1 hour and will be performed at no charge to you. Please contact your Kenworth dealer immediately to schedule an appointment for this repair. You can find your nearest Kenworth dealer using the Dealer Locator on our website www.Kenworth.com or by scanning the QR code on this letter."
"25V014","RCONL-25V014-3470.pdf","PETERBILT","548","2023","This notice is sent to you in accordance with the National Traffic and Motor Vehicle Safety Act.
Kenworth Truck Company has decided that a defect, which relates to motor vehicle safety, exists in certain Vehicle Model Years 2023-2024 T180/T280/T380/T480 chassis manufactured from 8/18/2022 through 5/8/2023.
Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick. If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash. 
The driver may feel sticking or observe that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.
Kenworth has initiated a recall in cooperation with Orscheln to remedy the defect. This repair should take approximately 1 hour and will be performed at no charge to you. Please contact your Kenworth dealer immediately to schedule an appointment for this repair. You can find your nearest Kenworth dealer using the Dealer Locator on our website www.Kenworth.com or by scanning the QR code on this letter."
"25V014","RCMN-25V014-2504.pdf","PETERBILT","548","2023","Safety Recall
Parts and procedures are now available.

All affected chassis must have a date inspection performed on the throttle pedal assembly. Pedal assemblies that fall within the suspect date range must be replaced. See procedures for more information.

Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop."
"25V014","RCMN-25V014-1524.pdf","PETERBILT","548","2023","Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.

This bulletin will be updated when parts and procedures are available."
"25V014","RIONL-25V014-2044.pdf","PETERBILT","548","2023","Mailed Interim US Customer Letter Redacted. Mailed 2/24/2025"
"25V014","RIONL-25V014-4601.pdf","PETERBILT","548","2023","This notice is sent to you in accordance with the National Traffic and Motor Vehicle Safety Act.
Kenworth Truck Company has decided that a defect, which relates to motor vehicle safety, exists in certain Vehicle Model Years 2023-2024 T180/T280/T380/T480 chassis manufactured from 8/18/2022 through 5/8/2023.
Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick. If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash. 
The driver may feel sticking or observe that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.
The purpose of this letter is to notify you that Kenworth has initiated a recall in cooperation with Orscheln to remedy the defect. At this time, replacement parts and procedures are not yet available. You will be notified by mail when parts and procedures become available. You may schedule an appointment with a dealer at that time to obtain the repair at no charge to you."
"25V014","RCSB-25V014-8713.pdf","PETERBILT","548","2023","Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.

This bulletin will be updated when parts and procedures are available."
"25V014","RCSB-25V014-3980.pdf","PETERBILT","548","2023","Safety Recall
Parts and procedures are now available.

All affected chassis must have a date inspection performed on the throttle pedal assembly. Pedal assemblies that fall within the suspect date range must be replaced. See procedures for more information.

Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop."
"25V014","RCSB-25V014-8713.pdf","PETERBILT","548","2024","Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.

This bulletin will be updated when parts and procedures are available."
"25V014","RCMN-25V014-2504.pdf","PETERBILT","548","2024","Safety Recall
Parts and procedures are now available.

All affected chassis must have a date inspection performed on the throttle pedal assembly. Pedal assemblies that fall within the suspect date range must be replaced. See procedures for more information.

Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop."
"25V014","RCMN-25V014-1524.pdf","PETERBILT","548","2024","Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.

This bulletin will be updated when parts and procedures are available."
"25V014","RCSB-25V014-3980.pdf","PETERBILT","548","2024","Safety Recall
Parts and procedures are now available.

All affected chassis must have a date inspection performed on the throttle pedal assembly. Pedal assemblies that fall within the suspect date range must be replaced. See procedures for more information.

Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick.

If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash.

Drivers may feel sticking or that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop."
"25V014","RIONL-25V014-2044.pdf","PETERBILT","548","2024","Mailed Interim US Customer Letter Redacted. Mailed 2/24/2025"
"25V014","RIONL-25V014-4601.pdf","PETERBILT","548","2024","This notice is sent to you in accordance with the National Traffic and Motor Vehicle Safety Act.
Kenworth Truck Company has decided that a defect, which relates to motor vehicle safety, exists in certain Vehicle Model Years 2023-2024 T180/T280/T380/T480 chassis manufactured from 8/18/2022 through 5/8/2023.
Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick. If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash. 
The driver may feel sticking or observe that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.
The purpose of this letter is to notify you that Kenworth has initiated a recall in cooperation with Orscheln to remedy the defect. At this time, replacement parts and procedures are not yet available. You will be notified by mail when parts and procedures become available. You may schedule an appointment with a dealer at that time to obtain the repair at no charge to you."
"25V014","RCONL-25V014-3470.pdf","PETERBILT","548","2024","This notice is sent to you in accordance with the National Traffic and Motor Vehicle Safety Act.
Kenworth Truck Company has decided that a defect, which relates to motor vehicle safety, exists in certain Vehicle Model Years 2023-2024 T180/T280/T380/T480 chassis manufactured from 8/18/2022 through 5/8/2023.
Certain vehicles may have an oversized magnet carrier in the throttle pedal assembly. The magnet carrier acts as the pivot for the throttle pedal. An oversized magnet carrier may cause the throttle pedal to stick. If the throttle pedal fails to return to idle, or sticks, it may increase the risk of a crash. 
The driver may feel sticking or observe that the pedal doesnt return to idle once released. Pressing the service brake will overcome a stuck throttle pedal and allow the vehicle to stop.
Kenworth has initiated a recall in cooperation with Orscheln to remedy the defect. This repair should take approximately 1 hour and will be performed at no charge to you. Please contact your Kenworth dealer immediately to schedule an appointment for this repair. You can find your nearest Kenworth dealer using the Dealer Locator on our website www.Kenworth.com or by scanning the QR code on this letter."
"25V015","RCRIT-25V015-9430.pdf","CHEVROLET","SILVERADO EV","2024","N242489901 recall; the bolt that secures the rear center seat belt assembly to the seat structure on these vehicles may not have been properly tightened; service bulletin"
"25V015","RCMN-25V015-4436.pdf","CHEVROLET","SILVERADO EV","2024","N242489901 recall; the bolt that secures the rear center seat belt assembly to the seat structure on these vehicles may not have been properly tightened; dealer recall notification"
"25V015","RCMN-25V015-4436.pdf","GMC","SIERRA EV","2024","N242489901 recall; the bolt that secures the rear center seat belt assembly to the seat structure on these vehicles may not have been properly tightened; dealer recall notification"
"25V015","RCRIT-25V015-9430.pdf","GMC","SIERRA EV","2024","N242489901 recall; the bolt that secures the rear center seat belt assembly to the seat structure on these vehicles may not have been properly tightened; service bulletin"
"25V015","RCMN-25V015-4436.pdf","GMC","SIERRA EV","2025","N242489901 recall; the bolt that secures the rear center seat belt assembly to the seat structure on these vehicles may not have been properly tightened; dealer recall notification"
"25V015","RCRIT-25V015-9430.pdf","GMC","SIERRA EV","2025","N242489901 recall; the bolt that secures the rear center seat belt assembly to the seat structure on these vehicles may not have been properly tightened; service bulletin"
"25V016","RMISC-25V016-1697.pdf","LAND ROVER","DEFENDER","2023","Certain vehicles with a 10-inch Touchscreen may experience a blank screen on start-up and
throughout the drive cycle. Several vehicle modules require TOPIx software updates.
The software fix for sold units is also included in SOTA campaign S028 4.3.0 which commenced
deployment February 10th 2025."
"25V016","RMISC-25V016-8718.pdf","LAND ROVER","DEFENDER","2023","SAFETY RECALL 25V016 (N972) SFCC PRESENTATION SLIDE"
"25V016","RMISC-25V016-0276.pdf","LAND ROVER","DEFENDER","2023","SAFETY RECALL 25V016 (N972) MRC PRESENTATION SLIDE"
"25V016","RMISC-25V016-7984.pdf","LAND ROVER","DEFENDER","2023","SAFETY RECALL 25V016 (N972) SFCC PRESENTATION SLIDE"
"25V016","RCMN-25V016-8128.pdf","LAND ROVER","DEFENDER","2023","SAFETY RECALL N972 BULLETIN"
"25V016","RCONL-25V016-9054.pdf","LAND ROVER","DEFENDER","2023","SAFETY RECALL 25V016 (N972) FINAL OWNER LETTER"
"25V016","RCRIT-25V016-1096.pdf","LAND ROVER","DEFENDER","2023","A concern has been identified on certain 2023 model year Range Rover Evoque and Discovery Sport vehicles and 2023 model year
to 2024 model year Defender vehicles where the touchscreen could go blank on vehicle start-up due to a mismatch in clock timing
in the screens software"
"25V016","RMISC-25V016-7984.pdf","LAND ROVER","DEFENDER","2024","SAFETY RECALL 25V016 (N972) SFCC PRESENTATION SLIDE"
"25V016","RMISC-25V016-0276.pdf","LAND ROVER","DEFENDER","2024","SAFETY RECALL 25V016 (N972) MRC PRESENTATION SLIDE"
"25V016","RCONL-25V016-9054.pdf","LAND ROVER","DEFENDER","2024","SAFETY RECALL 25V016 (N972) FINAL OWNER LETTER"
"25V016","RCMN-25V016-8128.pdf","LAND ROVER","DEFENDER","2024","SAFETY RECALL N972 BULLETIN"
"25V016","RCRIT-25V016-1096.pdf","LAND ROVER","DEFENDER","2024","A concern has been identified on certain 2023 model year Range Rover Evoque and Discovery Sport vehicles and 2023 model year
to 2024 model year Defender vehicles where the touchscreen could go blank on vehicle start-up due to a mismatch in clock timing
in the screens software"
"25V016","RMISC-25V016-1697.pdf","LAND ROVER","DEFENDER","2024","Certain vehicles with a 10-inch Touchscreen may experience a blank screen on start-up and
throughout the drive cycle. Several vehicle modules require TOPIx software updates.
The software fix for sold units is also included in SOTA campaign S028 4.3.0 which commenced
deployment February 10th 2025."
"25V016","RMISC-25V016-8718.pdf","LAND ROVER","DEFENDER","2024","SAFETY RECALL 25V016 (N972) SFCC PRESENTATION SLIDE"
"25V016","RCMN-25V016-8128.pdf","LAND ROVER","DISCOVERY SPORT","2023","SAFETY RECALL N972 BULLETIN"
"25V016","RCRIT-25V016-1096.pdf","LAND ROVER","DISCOVERY SPORT","2023","A concern has been identified on certain 2023 model year Range Rover Evoque and Discovery Sport vehicles and 2023 model year
to 2024 model year Defender vehicles where the touchscreen could go blank on vehicle start-up due to a mismatch in clock timing
in the screens software"
"25V016","RCONL-25V016-9054.pdf","LAND ROVER","DISCOVERY SPORT","2023","SAFETY RECALL 25V016 (N972) FINAL OWNER LETTER"
"25V016","RMISC-25V016-0276.pdf","LAND ROVER","DISCOVERY SPORT","2023","SAFETY RECALL 25V016 (N972) MRC PRESENTATION SLIDE"
"25V016","RMISC-25V016-1697.pdf","LAND ROVER","DISCOVERY SPORT","2023","Certain vehicles with a 10-inch Touchscreen may experience a blank screen on start-up and
throughout the drive cycle. Several vehicle modules require TOPIx software updates.
The software fix for sold units is also included in SOTA campaign S028 4.3.0 which commenced
deployment February 10th 2025."
"25V016","RMISC-25V016-7984.pdf","LAND ROVER","DISCOVERY SPORT","2023","SAFETY RECALL 25V016 (N972) SFCC PRESENTATION SLIDE"
"25V016","RMISC-25V016-8718.pdf","LAND ROVER","DISCOVERY SPORT","2023","SAFETY RECALL 25V016 (N972) SFCC PRESENTATION SLIDE"
"25V016","RMISC-25V016-0276.pdf","LAND ROVER","RANGE ROVER EVOQUE","2023","SAFETY RECALL 25V016 (N972) MRC PRESENTATION SLIDE"
"25V016","RMISC-25V016-8718.pdf","LAND ROVER","RANGE ROVER EVOQUE","2023","SAFETY RECALL 25V016 (N972) SFCC PRESENTATION SLIDE"
"25V016","RCMN-25V016-8128.pdf","LAND ROVER","RANGE ROVER EVOQUE","2023","SAFETY RECALL N972 BULLETIN"
"25V016","RCONL-25V016-9054.pdf","LAND ROVER","RANGE ROVER EVOQUE","2023","SAFETY RECALL 25V016 (N972) FINAL OWNER LETTER"
"25V016","RCRIT-25V016-1096.pdf","LAND ROVER","RANGE ROVER EVOQUE","2023","A concern has been identified on certain 2023 model year Range Rover Evoque and Discovery Sport vehicles and 2023 model year
to 2024 model year Defender vehicles where the touchscreen could go blank on vehicle start-up due to a mismatch in clock timing
in the screens software"
"25V016","RMISC-25V016-7984.pdf","LAND ROVER","RANGE ROVER EVOQUE","2023","SAFETY RECALL 25V016 (N972) SFCC PRESENTATION SLIDE"
"25V016","RMISC-25V016-1697.pdf","LAND ROVER","RANGE ROVER EVOQUE","2023","Certain vehicles with a 10-inch Touchscreen may experience a blank screen on start-up and
throughout the drive cycle. Several vehicle modules require TOPIx software updates.
The software fix for sold units is also included in SOTA campaign S028 4.3.0 which commenced
deployment February 10th 2025."
"25V017","RMISC-25V017-3169.pdf","JAGUAR","XE","2019","A concern has been identified on certain vehicles, where the rear-view camera image display may
become intermittent or permanently fail as a result of wiring damage in the trunk. A revised
harness and overlay is required"
"25V017","RIONL-25V017-2102.pdf","JAGUAR","XE","2019","SAFETY RECALL 25V017 (H535) INTERIM OWNER LETTER"
"25V017","RCMN-25V017-0358.pdf","JAGUAR","XE","2019","A concern has been identified on certain 19MY and 20MY Jaguar XE vehicles, where the rear view camera image display may become intermittent or permanently fail as a result of wiring damage in the trunk.
Lack of, or intermittent, display of the rear view camera image may result in the driver being unaware of objects or pedestrians behind the vehicle increasing the risk of a crash."
"25V017","RMISC-25V017-8595.pdf","JAGUAR","XE","2019","SAFETY RECALL 25V017 (H535) MRC PRESENTATION SLIDE"
"25V017","RCMN-25V017-0358.pdf","JAGUAR","XE","2020","A concern has been identified on certain 19MY and 20MY Jaguar XE vehicles, where the rear view camera image display may become intermittent or permanently fail as a result of wiring damage in the trunk.
Lack of, or intermittent, display of the rear view camera image may result in the driver being unaware of objects or pedestrians behind the vehicle increasing the risk of a crash."
"25V017","RMISC-25V017-3169.pdf","JAGUAR","XE","2020","A concern has been identified on certain vehicles, where the rear-view camera image display may
become intermittent or permanently fail as a result of wiring damage in the trunk. A revised
harness and overlay is required"
"25V017","RIONL-25V017-2102.pdf","JAGUAR","XE","2020","SAFETY RECALL 25V017 (H535) INTERIM OWNER LETTER"
"25V017","RMISC-25V017-8595.pdf","JAGUAR","XE","2020","SAFETY RECALL 25V017 (H535) MRC PRESENTATION SLIDE"
"25V018","RCMN-25V018-9640.pdf","ACURA","ZDX","2024","During assembly, the passenger-side front stabilizer bar bracket bolts may have been improperly fastened. If the bracket bolt(s) loosens and separates from the vehicle frame, the stabilizer bar and/or bracket can damage the high voltage cables and/or EV battery coolant lines."
"25V018","RCRIT-25V018-2080.pdf","ACURA","ZDX","2024","During assembly, the passenger-side front stabilizer bar bracket bolts may have been improperly fastened. If the bracket bolt(s) loosens and separates from the vehicle frame, the stabilizer bar and/or bracket can damage the high voltage cables and/or EV battery coolant lines."
"25V018","RCONL-25V018-9890.pdf","ACURA","ZDX","2024","Owner Notification Letter - The passenger-side front stabilizer bar bracket bolts may have been improperly torqued during assembly. If the bolt(s) loosen and fall off, the stabilizer bar and/or bracket could damage adjacent high voltage cables and EV battery coolant lines, causing the vehicle to become undriveable and increase the risk of a crash or injury."
"25V019","RCONL-25V019-4907.pdf","FORD","BRONCO SPORT","2021","25S02 Parts available owner letter.  Mailed May 2, 2025"
"25V019","RCMN-25V019-3594.pdf","FORD","BRONCO SPORT","2021","NEW VEHICLE DEMONSTRATION / DELIVERY HOLD 
Safety Recall 25S02
Certain 2021-2023 Model Year Bronco Sport and 2022-2023 Model Year Maverick
Vehicles with a 12V Enhanced Flooded Battery (EFB) Manufactured by Camel
12V Battery Inspection"
"25V019","RCMN-25V019-6738.pdf","FORD","BRONCO SPORT","2021","NEW VEHICLE DEMONSTRATION / DELIVERY HOLD - Advance Notice 
Safety Recall 25S02
Certain 2021-2023 Model Year Bronco Sport and 2022-2023 Model Year Maverick
Vehicles with a 12V Enhanced Flooded Battery (EFB) Manufactured by Camel
12V Battery Inspection"
"25V019","RIONL-25V019-3164.pdf","FORD","BRONCO SPORT","2021","25S02 Interim owner letter.  Mailed January 29, 2025"
"25V019","RCONL-25V019-4907.pdf","FORD","BRONCO SPORT","2022","25S02 Parts available owner letter.  Mailed May 2, 2025"
"25V019","RIONL-25V019-3164.pdf","FORD","BRONCO SPORT","2022","25S02 Interim owner letter.  Mailed January 29, 2025"
"25V019","RCMN-25V019-6738.pdf","FORD","BRONCO SPORT","2022","NEW VEHICLE DEMONSTRATION / DELIVERY HOLD - Advance Notice 
Safety Recall 25S02
Certain 2021-2023 Model Year Bronco Sport and 2022-2023 Model Year Maverick
Vehicles with a 12V Enhanced Flooded Battery (EFB) Manufactured by Camel
12V Battery Inspection"
"25V019","RCMN-25V019-3594.pdf","FORD","BRONCO SPORT","2022","NEW VEHICLE DEMONSTRATION / DELIVERY HOLD 
Safety Recall 25S02
Certain 2021-2023 Model Year Bronco Sport and 2022-2023 Model Year Maverick
Vehicles with a 12V Enhanced Flooded Battery (EFB) Manufactured by Camel
12V Battery Inspection"
"25V019","RCMN-25V019-6738.pdf","FORD","BRONCO SPORT","2023","NEW VEHICLE DEMONSTRATION / DELIVERY HOLD - Advance Notice 
Safety Recall 25S02
Certain 2021-2023 Model Year Bronco Sport and 2022-2023 Model Year Maverick
Vehicles with a 12V Enhanced Flooded Battery (EFB) Manufactured by Camel
12V Battery Inspection"
"25V019","RCONL-25V019-4907.pdf","FORD","BRONCO SPORT","2023","25S02 Parts available owner letter.  Mailed May 2, 2025"
"25V019","RIONL-25V019-3164.pdf","FORD","BRONCO SPORT","2023","25S02 Interim owner letter.  Mailed January 29, 2025"
